"brand","shop","@lat","@lon"
"Магнит","convenience","55.7897976","37.2972643"
"ВкусВилл","convenience","55.7423353","37.4178314"
"Билайн","mobile_phone","55.7304093","37.6430426"
"Дикси","supermarket","55.6890661","37.9139686"
"Пятёрочка","supermarket","55.8866927","37.5902836"
"ВкусВилл","convenience","55.7216060","37.4007189"
"ВкусВилл","convenience","55.7214620","37.4549101"
"TOPGUN","hairdresser","55.8433994","37.4376699"
"Wildberries","outpost","55.8694070","37.4733762"
"Детский мир","toys","55.7523145","37.5964684"
"Магнит","supermarket","55.7302647","37.6754115"
"Магнит Косметик","cosmetics","55.7355954","37.6698280"
"Tele2","mobile_phone","55.6999078","37.7524991"
"Niva 4x4","car","55.6574667","37.7257446"
"Магнит","supermarket","55.5908947","37.4555421"
"ВкусВилл","convenience","55.8557161","37.4775658"
"Sela","clothes","55.7318977","37.6638313"
"Связной","mobile_phone","55.7326375","37.6641061"
"ВкусВилл","convenience","55.7964640","37.8119937"
"Магнит","convenience","55.7609315","37.6107173"
"ВкусВилл","convenience","55.7330835","37.6630852"
"Пятёрочка","convenience","55.8957694","37.4660224"
"Магнолия","convenience","55.7217530","37.4448553"
"Yves Rocher","cosmetics","55.8884900","37.4338750"
"Yves Rocher","cosmetics","55.7768420","37.5237660"
"Yves Rocher","cosmetics","55.6209720","37.7139460"
"Yves Rocher","beauty","55.7901630","37.5310890"
"Билайн","mobile_phone","55.7591339","37.6449484"
"Chery","car","55.6581007","37.7245715"
"ВкусВилл","convenience","55.7244914","37.3532652"
"Wildberries","outpost","55.7614440","37.6569620"
"ВкусВилл","convenience","55.8678438","37.5525007"
"Магнит","supermarket","55.8688551","37.5536540"
"Zotye","car","55.6579508","37.7248559"
"DFM","car","55.6580310","37.7247030"
"Isuzu","car","55.6575649","37.7255721"
"Tele2","mobile_phone","55.7288130","37.6111203"
"Yves Rocher","cosmetics","55.7802480","37.6321600"
"Yves Rocher","beauty","55.7480220","37.6871110"
"Tele2","mobile_phone","55.8408050","37.4873589"
"DNS","electronics","55.8409040","37.4852765"
"Перекресток","supermarket","55.8405516","37.4857029"
"Yves Rocher","cosmetics","55.7575401","37.6591373"
"Yves Rocher","beauty","55.7226268","37.6275516"
"Yves Rocher","beauty","55.8234786","37.4966545"
"Yves Rocher","beauty","55.6194818","37.5096738"
"ВкусВилл","convenience","55.7652853","37.6026191"
"Диана","dry_cleaning","55.7519649","37.6422085"
"Перекрёсток","supermarket","55.8097976","37.4605706"
"Fix Price","variety_store","55.8093832","37.4606001"
"Wildberries","outpost","55.7711045","37.4771345"
"Eurospar","supermarket","55.7598627","37.6623840"
"Красная Икра","seafood","55.7082538","37.6589822"
"Магнит","supermarket","55.6841611","37.4600100"
"Мясницкий ряд","butcher","55.7511136","37.8588296"
"Пятёрочка","supermarket","55.6829832","37.4578992"
"ВкусВилл","convenience","55.8583671","37.5600967"
"Магнолия","supermarket","55.6892778","37.5462444"
"Wildberries","outpost","55.7890663","37.6271210"
"Подружка","cosmetics","55.6838994","37.7233887"
"МясновЪ","convenience","55.6840052","37.7233792"
"Мясницкий ряд","butcher","55.7895638","37.6319558"
"Красное&Белое","alcohol","55.7393133","37.6516713"
"Fix price","variety_store","55.8000471","37.4027672"
"Ароматный мир","alcohol","55.8478895","37.6367750"
"Перекрёсток","supermarket","55.7559357","37.6821404"
"Комус","stationery","55.7544567","37.7911069"
"Пятёрочка","supermarket","55.8239674","37.8319005"
"ВкусВилл","convenience","55.7601394","37.6103961"
"Красное&Белое","alcohol","55.7405054","37.5014475"
"Магнолия","supermarket","55.8199960","37.4957612"
"Перекрёсток","supermarket","55.8639369","37.5510678"
"Магнит","supermarket","55.8666695","37.5599659"
"Кораблик","toys","55.6041979","37.7389786"
"Лига ставок","bookmaker","55.7205910","37.6785770"
"Лига ставок","bookmaker","55.7780560","37.5264830"
"Лига ставок","bookmaker","55.6222288","37.6676854"
"Лига ставок","bookmaker","55.7637725","37.8454220"
"Лига ставок","bookmaker","55.7818915","37.7040079"
"Лига ставок","bookmaker","55.6733966","37.8610701"
"Лига ставок","bookmaker","55.7482040","37.6811910"
"Лига ставок","bookmaker","55.7902468","37.6799673"
"Лига ставок","bookmaker","55.7454168","37.8590315"
"Лига ставок","bookmaker","55.7550040","37.6610819"
"Лига ставок","bookmaker","55.8139650","37.7336973"
"Лига ставок","bookmaker","55.7939384","37.5903439"
"Лига ставок","bookmaker","55.6309850","37.5156320"
"Лига ставок","bookmaker","55.8514356","37.4382734"
"Лига ставок","bookmaker","55.8708958","37.6429368"
"Лига ставок","bookmaker","55.7996768","37.5844672"
"Лига ставок","bookmaker","55.8671139","37.4935699"
"Лига ставок","bookmaker","55.6998928","37.7525827"
"Лига ставок","bookmaker","55.8542018","37.4762105"
"Лига ставок","bookmaker","55.7535836","37.7165178"
"Лига ставок","bookmaker","55.7269575","37.4715194"
"Лига ставок","bookmaker","55.8707790","37.6622990"
"Лига ставок","bookmaker","55.7772550","37.5150160"
"Лига ставок","bookmaker","55.8081110","37.6382010"
"Лига ставок","bookmaker","55.7083767","37.7334451"
"Лига ставок","bookmaker","55.6325840","37.6586491"
"Лига ставок","bookmaker","55.8176072","37.3112493"
"Лига ставок","bookmaker","55.7982054","37.7148896"
"Пятёрочка","supermarket","55.6110433","37.2873255"
"Перекресток","supermarket","55.7857235","37.4989129"
"Магнолия","convenience","55.6630608","37.5533074"
"ВкусВилл","convenience","55.7172063","37.4120042"
"Fix Price","variety_store","55.7680353","37.8641943"
"Лента","supermarket","55.7909831","37.8865502"
"Эльдорадо","electronics","55.7908655","37.8864698"
"Samsung","electronics","55.7677395","37.6005133"
"Магнит","supermarket","55.6923077","37.4540715"
"Магнит","supermarket","55.7845339","37.6409949"
"Лента","supermarket","55.7988892","37.3890005"
"Fix price","variety_store","55.6038775","37.5228287"
"ВкусВилл","convenience","55.6037995","37.5230685"
"ВкусВилл","convenience","55.6771357","37.5414228"
"Перекрёсток","supermarket","55.7856237","37.6013411"
"Перекрёсток","supermarket","55.8127144","37.6510690"
"Перекрёсток","supermarket","55.8006451","37.7114236"
"Пятёрочка","supermarket","55.7450053","37.7652189"
"Wildberries","outpost","55.7581007","37.5469917"
"О’КЕЙ","supermarket","55.6002850","37.6005273"
"У Палыча","convenience","55.7439666","37.8667338"
"ВкусВилл","convenience","55.7301552","37.6257692"
"Billa","supermarket","55.7342100","37.6789846"
"ВкусВилл","convenience","55.6544298","37.5923027"
"ВкусВилл","convenience","55.7665660","37.6752118"
"Wildberries","outpost","55.6096052","37.5265364"
"Пятёрочка","supermarket","55.6086953","37.5349113"
"Wildberries","outpost","55.6180152","37.7000235"
"ВкусВилл","convenience","55.7951653","37.7768032"
"Красное&Белое","alcohol","55.8005200","37.5702185"
"Пятёрочка","supermarket","55.8349228","37.3558956"
"Джинсовая одежда","clothes","55.7196850","37.4246386"
"ВкусВилл","convenience","55.7214387","37.6096837"
"Верный","supermarket","55.7935616","37.5644157"
"Верный","supermarket","55.5925427","37.6132899"
"Subaru","car","55.7646052","37.4042425"
"Персона","hairdresser","55.7794535","37.6032078"
"Wildberries","outpost","55.7615431","37.8477093"
"Магнит Косметик","cosmetics","55.6223420","37.2701908"
"Пятёрочка","supermarket","55.6140786","37.2621796"
"ВкусВилл","convenience","55.7718770","37.6798579"
"ВкусВилл","convenience","55.7330192","37.6397226"
"ВкусВилл","convenience","55.8721969","37.6473192"
"ВкусВилл","convenience","55.7642741","37.8538987"
"Eurospar","supermarket","55.7790363","37.5325514"
"Eurospar","supermarket","55.7833953","37.5766919"
"ВкусВилл","convenience","55.7100831","37.5988837"
"ВкусВилл","convenience","55.7404518","37.5376815"
"Красное&Белое","alcohol","55.8682779","37.6721916"
"Fix Price","variety_store","55.8722885","37.6469332"
"Магнолия","supermarket","55.7717831","37.6163547"
"ВкусВилл","convenience","55.7530418","37.5904502"
"ВкусВилл","convenience","55.7752968","37.4718451"
"Магнит Косметик","chemist","55.6844281","37.7380140"
"Магнит","supermarket","55.6846201","37.7379845"
"Билайн","mobile_phone","55.6752677","37.7238592"
"Мясницкий ряд","butcher","55.6821937","37.7247369"
"МегаФон","mobile_phone","55.7972058","37.7994758"
"Виктория","supermarket","55.6889764","37.9099398"
"Диана","dry_cleaning","55.7890159","37.7846230"
"Пятёрочка","supermarket","55.7499149","37.5925186"
"Пятёрочка","supermarket","55.6495554","37.4976975"
"ВкусВилл","convenience","55.6493249","37.4982332"
"Мосхозторг","hardware","55.7447034","37.5973529"
"Wildberries","outpost","55.7729094","37.6122549"
"Светофор","supermarket","55.6356648","37.8503418"
"Yves Rocher","cosmetics","55.7520456","37.8878358"
"Billa","supermarket","55.8152053","37.6940424"
"Wildberries","outpost","55.7006771","37.7333655"
"Юничел","shoes","55.7008014","37.7333383"
"Дикси","supermarket","55.7105659","37.8540499"
"Mercedes-Benz","car_repair","55.7077382","37.6987746"
"Магнит","supermarket","55.8219964","37.7184740"
"Декатлон","sports","55.7026307","37.6505053"
"Перекресток","supermarket","55.8501396","37.4222077"
"Магнит Косметик","cosmetics","55.8274746","37.3304480"
"Магнит","supermarket","55.7115064","37.4891135"
"Дикси","supermarket","55.7122231","37.4883614"
"Пятёрочка","supermarket","55.5980831","37.6537682"
"Билайн","mobile_phone","55.5936616","37.6561237"
"Fix price","variety_store","55.5937447","37.6560051"
"Пятёрочка","supermarket","55.6025069","37.7141537"
"Wildberries","outpost","55.7761391","37.6291546"
"Лента","supermarket","55.7073573","37.7816838"
"ВкусВилл","convenience","55.6536672","37.6483521"
"Tele2","mobile_phone","55.6917142","37.5358310"
"Красная Икра","seafood","55.6920144","37.5371445"
"МТС","mobile_phone","55.6917696","37.5357235"
"МегаФон","mobile_phone","55.6918422","37.5356526"
"Верный","supermarket","55.8929212","37.4496338"
"Красное&Белое","alcohol","55.8530925","37.4211269"
"Пятёрочка","supermarket","55.6081297","37.7225822"
"Пятёрочка","supermarket","55.6055112","37.7227378"
"ВкусВилл","convenience","55.8983087","37.4554852"
"Пятёрочка","supermarket","55.8507180","37.3645549"
"Билайн","mobile_phone","55.7596184","37.4085306"
"Wildberries","outpost","55.7712460","37.5875974"
"Диана","dry_cleaning","55.7772653","37.4672855"
"Skoda","car","55.6538102","37.7770323"
"Красное&Белое","alcohol","55.8608073","37.5554068"
"Wildberries","outpost","55.8606123","37.5555637"
"Магнит","supermarket","55.8698950","37.5340927"
"ВкусВилл","convenience","55.8464549","37.3579547"
"DNS","electronics","55.6726718","37.2802936"
"Wildberries","outpost","55.8455017","37.3730582"
"ВкусВилл","convenience","55.7428505","37.6394568"
"Пятёрочка","supermarket","55.7130682","37.7614910"
"Wildberries","outpost","55.7602571","37.8562944"
"М.Видео","electronics","55.6513876","37.6126063"
"Лента","supermarket","55.6514723","37.6125982"
"МТС","mobile_phone","55.6896378","37.5742807"
"ВкусВилл","convenience","55.7590889","37.5212200"
"Fix Price","variety_store","55.7938123","37.5783991"
"Красное&Белое","alcohol","55.6985022","37.6199207"
"ВкусВилл","convenience","55.8494276","37.4426099"
"MILANA","shoes","55.6862119","37.8531132"
"MILANA","shoes","55.6076304","37.5321775"
"MILANA","shoes","55.7996052","37.2737630"
"MILANA","shoes","55.8503966","37.4440557"
"MILANA","shoes","55.8918148","37.7490430"
"MILANA","shoes","55.5823859","37.9125796"
"Дикси","supermarket","55.6728071","37.2781232"
"Красное&Белое","alcohol","55.7376885","37.6894804"
"ВкусВилл","convenience","55.8203924","37.3129928"
"Эльдорадо","electronics","55.8163463","37.3422316"
"Billa","supermarket","55.8163282","37.3418802"
"Красное&Белое","alcohol","55.8307791","37.4474745"
"Wildberries","outpost","55.7813050","37.6004867"
"Wildberries","outpost","55.8392270","37.3036695"
"МТС","mobile_phone","55.7768412","37.5853852"
"Магнит","supermarket","55.7621111","37.5700101"
"Верный","supermarket","55.7678635","37.8331055"
"Stokke","baby_goods","55.7154585","37.6464262"
"Wildberries","outpost","55.7684990","37.6286006"
"Billa","supermarket","55.8792966","37.5469083"
"ГАЗ","car","55.8793869","37.5484076"
"Billa","supermarket","55.8234714","37.8095696"
"Спортмастер","sports","55.7090334","37.3618922"
"Wildberries","outpost","55.7740891","37.6159356"
"Пятёрочка","supermarket","55.8612408","37.6436555"
"Пятёрочка","supermarket","55.6114569","37.2949809"
"Wildberries","outpost","55.7605536","37.5736740"
"Мясницкий ряд","butcher","55.8622147","37.4352640"
"Hyundai","car","55.6325983","37.4656773"
"Азбука Вкуса","supermarket","55.7607110","37.5502467"
"Ярче!","supermarket","55.8801093","37.5101526"
"ВкусВилл","convenience","55.7628418","37.6287387"
"Пятёрочка","supermarket","55.6135450","37.3048694"
"Tele2","mobile_phone","55.7585019","37.6245797"
"Связной","mobile_phone","55.7580257","37.6136912"
"Fix Price","variety_store","55.7604036","37.8964137"
"Верный","supermarket","55.7603311","37.8964713"
"Tele2","mobile_phone","55.7476550","37.5830499"
"МегаФон","mobile_phone","55.7488922","37.5832053"
"Билайн","mobile_phone","55.7488545","37.5832012"
"Эльдорадо","electronics","55.8638064","37.5458790"
"Эльдорадо","electronics","55.6097280","37.7205264"
"Эльдорадо","electronics","55.8212499","37.3862278"
"Эльдорадо","electronics","55.7810969","37.6682326"
"Эльдорадо","electronics","55.7900543","37.5333607"
"Eurospar","supermarket","55.7825264","37.7172254"
"Fix Price","variety_store","55.7819965","37.7161347"
"Перекресток","supermarket","55.8662304","37.4461243"
"Билайн","mobile_phone","55.7724082","37.6769013"
"ВкусВилл","supermarket","55.7541074","37.8579042"
"Пятёрочка","supermarket","55.7403981","37.6485766"
"Fix Price","variety_store","55.8697551","37.6306039"
"Суши Wok","convenience","55.8593817","37.4375546"
"ВкусВилл","convenience","55.7363552","37.5904553"
"ВкусВилл","convenience","55.7389623","37.5849795"
"Диана","dry_cleaning","55.8661205","37.4462047"
"ВкусВилл","convenience","55.8056293","37.5394718"
"ВкусВилл","convenience","55.6246932","37.7157721"
"Fix price","variety_store","55.6244690","37.7142325"
"Перекресток","supermarket","55.6244547","37.7092423"
"Wildberries","outpost","55.8396223","37.2282189"
"TUI","travel_agency","55.7473853","37.5373462"
"Spar","supermarket","55.7602043","37.6494806"
"Eurospar","supermarket","55.6522003","37.5877503"
"У Палыча","convenience","55.7459704","37.5133810"
"ВкусВилл","convenience","55.7458834","37.5128657"
"Пятёрочка","supermarket","55.8787774","37.5410242"
"TOPGUN","hairdresser","55.7450670","37.8797475"
"Fix Price","variety_store","55.7452694","37.8801498"
"ВкусВилл","convenience","55.7704513","37.6326536"
"Мясницкий ряд","butcher","55.8346670","37.2977190"
"У Палыча","convenience","55.8346248","37.2973918"
"Лига ставок","bookmaker","55.6138848","37.7063169"
"Теле2","mobile_phone","55.7050983","37.6855259"
"Красное&Белое","alcohol","55.8430611","37.3716309"
"Tele2","mobile_phone","55.5838220","37.5988034"
"Связной","mobile_phone","55.5837994","37.5989913"
"BMW","car","55.7357034","37.6129415"
"М.Видео","electronics","55.6989837","37.3432318"
"Fix Price","variety_store","55.7918575","37.5714518"
"МегаФон","mobile_phone","55.7159907","37.8153597"
"Tele2","mobile_phone","55.7160194","37.8154509"
"Билайн","mobile_phone","55.7160632","37.8155073"
"Четыре лапы","pet","55.8974944","37.5785346"
"Диана","dry_cleaning","55.8976011","37.5785372"
"ВкусВилл","convenience","55.7148955","37.6205698"
"ВкусВилл","convenience","55.6478592","37.6048129"
"Верный","convenience","55.6472593","37.6048424"
"Пятёрочка","supermarket","55.8077606","37.7065708"
"О’КЕЙ","supermarket","55.8643430","37.3968118"
"Отдохни","supermarket","55.6839038","37.5988962"
"Красное&Белое","alcohol","55.6843987","37.5995140"
"Пятёрочка","supermarket","55.6102537","37.7100952"
"Перекресток","supermarket","55.5989929","37.7251866"
"Детский мир","toys","55.5874003","37.6696670"
"Стильные кухни","kitchen","55.6106539","37.6630421"
"М.Видео","electronics","55.8212720","37.4976680"
"М.Видео","electronics","55.8762625","37.3311795"
"М.Видео","electronics","55.6531303","37.6456276"
"TOPGUN","hairdresser","55.8352725","37.5356403"
"ВкусВилл","convenience","55.8206003","37.5256652"
"Персона","hairdresser","55.8070833","37.5023085"
"Диана","dry_cleaning","55.8096924","37.4931366"
"Л'Этуаль","cosmetics","55.7161919","37.8157294"
"Eurospar","supermarket","55.7971521","37.4025747"
"Диана","dry_cleaning","55.7971298","37.4023085"
"Магнит","convenience","55.7287219","37.7372769"
"Wildberries","outpost","55.7293740","37.7395593"
"ВкусВилл","convenience","55.7417156","37.5936639"
"Peugeot","car_repair","55.6193167","37.6148170"
"Мания Вязания","craft","55.6838138","37.8656300"
"Wildberries","outpost","55.7624634","37.6454633"
"Wildberries","outpost","55.7231619","37.6486091"
"Wildberries","outpost","55.8489597","37.3541003"
"Wildberries","outpost","55.7251528","37.6770791"
"Wildberries","outpost","55.7286848","37.6691502"
"Магнолия","supermarket","55.7275773","37.6712193"
"ВкусВилл","convenience","55.8063463","37.8432998"
"ВкусВилл","convenience","55.7169407","37.6078562"
"Магнит Косметик","cosmetics","55.7541324","37.7909875"
"Пятёрочка","convenience","55.6408435","37.6644396"
"Wildberries","outpost","55.8073843","37.5287195"
"Пятёрочка","supermarket","55.6491928","37.5682624"
"Пятёрочка","supermarket","55.6477520","37.5781115"
"Мясницкий ряд","butcher","55.6773956","37.7630731"
"Ozon","outpost","55.7528668","37.8325017"
"Красное&Белое","alcohol","55.7517902","37.8315290"
"Верный","supermarket","55.6380750","37.2172964"
"Ортека","medical_supply","55.7712460","37.6829419"
"Ортека","medical_supply","55.7901867","37.5338835"
"Фонбет","bookmaker","55.7868101","37.6770665"
"Пятёрочка","supermarket","55.7025002","37.7918932"
"ВкусВилл","convenience","55.7409248","37.6509458"
"ВкусВилл","convenience","55.8306149","37.4535486"
"Диана","dry_cleaning","55.8168428","37.4036373"
"Пятёрочка","supermarket","55.8160526","37.4049302"
"ВкусВилл","convenience","55.7745146","37.6970250"
"Смешные цены","clothes","55.7177501","37.7924739"
"Мясницкий ряд","butcher","55.7176550","37.7929405"
"ВкусВилл","convenience","55.8434958","37.4557641"
"Wildberries","outpost","55.7366834","37.8467068"
"DNS","computer","55.7051458","37.8204903"
"Wildberries","outpost","55.6267127","37.3132698"
"Wildberries","outpost","55.6230931","37.3124167"
"Пятёрочка","supermarket","55.8121709","37.7228625"
"Пятёрочка","supermarket","55.7655384","37.5670052"
"Ароматный мир","alcohol","55.7686751","37.5727003"
"ВкусВилл","convenience","55.7682254","37.5719333"
"Wildberries","outpost","55.7816941","37.7135324"
"Фонбет","bookmaker","55.8461176","37.4772862"
"Wildberries","outpost","55.8384393","37.4828182"
"Ozon","outpost","55.7847014","37.6603823"
"ВкусВилл","convenience","55.8337893","37.2395476"
"Дикси","supermarket","55.6253919","37.3091210"
"Красное&Белое","alcohol","55.6253809","37.3102160"
"ВкусВилл","convenience","55.6250309","37.3067769"
"Перекрёсток","supermarket","55.6258582","37.3076898"
"Fix Price","variety_store","55.6258739","37.3068334"
"Fix price","variety_store","55.7026003","37.7912294"
"Красное&Белое","alcohol","55.7026441","37.7912536"
"Красная Икра","seafood","55.7019742","37.8141539"
"Красное & Белое","alcohol","55.7961842","37.7385995"
"Mercedes-Benz","car_repair","55.6876546","37.6521816"
"Красное&Белое","alcohol","55.6901394","37.6577340"
"МТС","mobile_phone","55.7058644","37.7673749"
"Tele2","mobile_phone","55.7057813","37.7673400"
"Ярче!","supermarket","55.6551221","37.4078084"
"ВкусВилл","convenience","55.7016907","37.5803051"
"Пятёрочка","supermarket","55.6188199","37.7063951"
"Слетать.ру","travel_agency","55.8163124","37.7373024"
"Красное&Белое","alcohol","55.8131407","37.8262314"
"Диана","dry_cleaning","55.7036929","37.8174697"
"Tele2","mobile_phone","55.7088424","37.7332866"
"МТС","mobile_phone","55.7088409","37.7332450"
"Мегафон","mobile_phone","55.7069137","37.7305607"
"Tele2","mobile_phone","55.7067747","37.7305714"
"Билайн","mobile_phone","55.7079459","37.7299599"
"Wildberries","outpost","55.6344548","37.3431061"
"MILANA","shoes","55.6646776","37.6270492"
"Винотека SimpleWine","alcohol","55.7471000","37.5393930"
"Винотека SimpleWine","alcohol","55.8233030","37.4978770"
"Винотека SimpleWine","alcohol","55.7366350","37.2468650"
"Винотека SimpleWine","alcohol","55.7904640","37.5303000"
"Винотека SimpleWine","alcohol","55.6839663","37.5380035"
"Винотека SimpleWine","alcohol","55.7565070","37.6170690"
"Винотека SimpleWine","alcohol","55.7275150","37.5675400"
"Винотека SimpleWine","alcohol","55.6214040","37.7139530"
"Винотека SimpleWine","alcohol","55.7391290","37.4143640"
"Винотека SimpleWine","alcohol","55.7518920","37.5873500"
"Fix Price","variety_store","55.8559103","37.4405345"
"Wildberries","outpost","55.6654594","37.6498729"
"Детский мир","toys","55.6528408","37.6454566"
"Отдохни","alcohol","55.6840544","37.7233782"
"Персона","hairdresser","55.7881365","37.6343724"
"TOPGUN","hairdresser","55.7897471","37.6344569"
"Пятёрочка","supermarket","55.6373108","37.6652030"
"Бристоль","alcohol","55.7838902","37.6322012"
"Красное&Белое","alcohol","55.6027187","37.7137859"
"Лит.Ра","alcohol","55.6100271","37.7281954"
"Kovea","outdoor","55.8080488","37.6275034"
"Ароматный мир","alcohol","55.6536312","37.7664548"
"Красное&Белое","alcohol","55.6935129","37.5776572"
"TUI","travel_agency","55.6109684","37.2871418"
"Л'Этуаль","cosmetics","55.6838481","37.4909413"
"ВкусВилл","convenience","55.6725029","37.8548800"
"Детский мир","toys","55.6950740","37.6748272"
"Fix Price","variety_store","55.7410770","37.8516559"
"Бристоль","alcohol","55.6265694","37.6564243"
"Wildberries","outpost","55.8284244","37.4909212"
"ВкусВилл","convenience","55.8302830","37.4893388"
"Красное&Белое","alcohol","55.7842334","37.3583768"
"Wildberries","outpost","55.8342189","37.2935562"
"Суши Wok","convenience","55.6312523","37.6602210"
"У Палыча","convenience","55.6370488","37.6565784"
"Магнит","supermarket","55.7407622","37.4348585"
"ВкусВилл","convenience","55.5997518","37.7247063"
"Красное&Белое","alcohol","55.6006095","37.7241296"
"ВкусВилл","convenience","55.6930779","37.4966730"
"ВкусВилл","convenience","55.6582488","37.9233749"
"Nike","clothes","55.7487249","37.5397999"
"Wildberries","outpost","55.7345396","37.7048832"
"Koton","clothes","55.7106054","37.6747627"
"Kiabi","clothes","55.7107334","37.6765121"
"Wildberries","outpost","55.7774261","37.5803447"
"Дикси","supermarket","55.6909076","37.9234126"
"Пятёрочка","convenience","55.5760713","37.6635072"
"Дикси","supermarket","55.8070953","37.7772430"
"Wildberries","outpost","55.8054628","37.5447920"
"Виктория","supermarket","55.8355896","37.2981669"
"Перекресток","supermarket","55.8230187","37.5890484"
"Магнит","convenience","55.8029033","37.7660163"
"ВкусВилл","convenience","55.7085136","37.5106193"
"Красное&Белое","alcohol","55.7086526","37.5103699"
"Лига ставок","bookmaker","55.6529149","37.3958385"
"Billa","supermarket","55.9073849","37.3959165"
"Spar","convenience","55.7340945","37.5890055"
"ВкусВилл","convenience","55.7465393","37.5815449"
"Ароматный мир","alcohol","55.6001112","37.7249560"
"Виктория","supermarket","55.5839410","37.5994605"
"Перекрёсток","supermarket","55.7182482","37.7838746"
"Дикси","supermarket","55.7057859","37.8279859"
"Пятёрочка","supermarket","55.7078142","37.8288879"
"Дикси","supermarket","55.8376824","37.3251620"
"ВкусВилл","convenience","55.5888445","37.6008653"
"ВкусВилл","convenience","55.5942360","37.6045987"
"Магнит","supermarket","55.7155575","37.4380261"
"Пятёрочка","supermarket","55.7231889","37.5143052"
"Ярче!","supermarket","55.7154503","37.4370900"
"Верный","supermarket","55.8782314","37.2574550"
"Пятёрочка","supermarket","55.7295722","37.5268417"
"Wildberries","outpost","55.7204868","37.4008360"
"Суши Wok","convenience","55.7516320","37.7108717"
"Перекрёсток","supermarket","55.7885429","37.6788220"
"Ferrari","car","55.7590529","37.6234568"
"ВкусВилл","convenience","55.8341774","37.2942388"
"Yamaha","motorcycle","55.8480977","37.4741641"
"ВкусВилл","convenience","55.6053229","37.7246569"
"Верный","supermarket","55.8466636","37.4358355"
"Wildberries","outpost","55.8305908","37.3554790"
"Красное&Белое","alcohol","55.7564081","37.8513846"
"Билайн","mobile_phone","55.7899000","37.6780796"
"Tele2","mobile_phone","55.7899886","37.6780213"
"Дикси","supermarket","55.8420708","37.4426265"
"Billa","supermarket","55.8360076","37.2931673"
"Wildberries","outpost","55.7070772","37.4696122"
"Пятёрочка","supermarket","55.7079801","37.4709691"
"Пятёрочка","supermarket","55.8765703","37.3132074"
"Wildberries","outpost","55.5892803","37.6030418"
"ВкусВилл","convenience","55.8525771","37.3519680"
"Отдохни","alcohol","55.8526102","37.3516877"
"МясновЪ","convenience","55.8526147","37.3517950"
"Nissan","car","55.8272252","37.5012329"
"МТС","mobile_phone","55.7634745","37.6067188"
"ВкусВилл","convenience","55.5959306","37.5923881"
"ВкусВилл","convenience","55.6725045","37.5685373"
"ВкусВилл","convenience","55.7110028","37.6191477"
"ВкусВилл","convenience","55.5940992","37.5982748"
"ВкусВилл","convenience","55.6008235","37.5988036"
"Wildberries","outpost","55.7238534","37.5683096"
"Wildberries","outpost","55.7214104","37.5790519"
"Дикси","supermarket","55.8608027","37.3723823"
"Магнит","supermarket","55.8595744","37.3723528"
"Пятёрочка","supermarket","55.5884824","37.6007693"
"Магнит Косметик","cosmetics","55.5886913","37.6006249"
"Красное&Белое","alcohol","55.8703744","37.3235138"
"ВкусВилл","convenience","55.8762776","37.3144734"
"Виктория","supermarket","55.8382337","37.3882019"
"Fix price","variety_store","55.6570200","37.7456519"
"Магнит","supermarket","55.6564177","37.7446407"
"Fix price","variety_store","55.8585734","37.4480420"
"Пятёрочка","supermarket","55.8368638","37.3522644"
"Дикси","supermarket","55.7151940","37.5193995"
"Виктория","supermarket","55.8356220","37.2813481"
"Пятёрочка","supermarket","55.6734281","37.7530583"
"ВкусВилл","convenience","55.7474829","37.4965880"
"Fix Price","variety_store","55.7869817","37.6749643"
"ВкусВилл","convenience","55.8460891","37.5695642"
"Пятёрочка","supermarket","55.6818896","37.6743080"
"Zoolama","pet","55.6332222","37.6775018"
"ВкусВилл","convenience","55.7711926","37.8468656"
"Бристоль","alcohol","55.7711744","37.8466348"
"Wildberries","outpost","55.7719001","37.8467286"
"ВкусВилл","convenience","55.7603100","37.8632751"
"Fix price","variety_store","55.8864155","37.5583371"
"Красное&Белое","alcohol","55.8668866","37.5707692"
"Пятёрочка","supermarket","55.8663613","37.5705922"
"Fix price","variety_store","55.8641985","37.5689292"
"ВкусВилл","convenience","55.8699372","37.3998293"
"ВкусВилл","convenience","55.6098166","37.7323334"
"Пятёрочка","supermarket","55.6777980","37.5513659"
"Верный","supermarket","55.7751372","37.8938741"
"Магнит","convenience","55.7951876","37.5458284"
"Красное & Белое","alcohol","55.7986244","37.5625125"
"JAC","car","55.8908920","37.4960268"
"Магнолия","supermarket","55.6691823","37.5600296"
"Fix price","variety_store","55.7519956","37.8389952"
"Лента","supermarket","55.6478690","37.4811270"
"Пятёрочка","supermarket","55.6800613","37.6834246"
"Wildberries","outpost","55.7139447","37.6056540"
"Улыбка радуги","chemist","55.7914617","37.6356438"
"Пятёрочка","supermarket","55.7236525","37.6070997"
"Пятёрочка","supermarket","55.7901592","37.5243620"
"Пятёрочка","supermarket","55.7970866","37.5766164"
"TOPGUN","hairdresser","55.7966615","37.5797170"
"Красное&Белое","alcohol","55.7297070","37.7721227"
"Красное&Белое","alcohol","55.7267300","37.7671392"
"ВкусВилл","convenience","55.8609457","37.6736212"
"Пятёрочка","supermarket","55.6737271","37.7945046"
"Пятёрочка","supermarket","55.6837022","37.7449741"
"Milavitsa","clothes","55.6814533","37.7654208"
"ВкусВилл","convenience","55.6842911","37.7504804"
